GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	logPadj
chrIV.1112319	58.24144268	0.191420962	0.277102336	0.690795194	0.489694256	0.882539861	0.05426567
chrIV.1114074	27.94733564	-0.012878774	0.330009664	-0.039025445	0.968870102	0.994777108	0.002274217
chrIV.1116730	21.45628124	-0.530048626	0.345899651	-1.532376873	0.125429461	0.592607834	0.227232611
chrIV.1116975	45.20756698	-0.096817876	0.297659011	-0.325264387	0.744980982	0.948659266	0.022889747
chrIV.1120264	53.27311591	-0.128604683	0.285224922	-0.450888662	0.652069795	0.930234872	0.031407384
chrIV.1125116	8.839533462	0.155080808	0.358670264	0.432377098	0.665467361	0.931731483	0.030709229
chrIV.1126082	40.06058069	-0.119968164	0.305162099	-0.393129307	0.694223979	0.937979678	0.027806571
chrIV.1127618	17.58402208	-0.064465561	0.352764216	-0.182744049	0.854998851	0.976082308	0.010513559
chrIV.1129384	44.08353348	-0.036963786	0.298560352	-0.123806748	0.901468289	0.986409213	0.00594288
chrIV.1130827	35.62448956	-0.407635125	0.316757203	-1.286900887	0.198128836	0.679493445	0.167814729
chrIV.1135471	18.10396137	-0.809966379	0.353597878	-2.290642647	0.02198409	0.238029533	0.623369155
chrIV.1140595	154.8767796	0.769551213	0.215238172	3.575347288	0.000349763	0.012992361	1.886311918
chrIV.114386	8.588654549	-0.721784343	0.355821869	-2.028499107	0.042509334	0.342801587	0.464957176
chrIV.1146095	22.9037382	-0.405495519	0.341899671	-1.18600734	0.235619401	0.726858898	0.138549889
chrIV.1150554	39.69325122	-0.017702206	0.309545787	-0.057187683	0.95439569	0.991579075	0.003672647
chrIV.1153667	5.552775969	-0.496605302	0.34023015	-1.459615797	0.144395695	0.619260046	0.208126939
chrIV.1156193	177.1981616	-0.818148583	0.221236134	-3.698078473	0.000217238	0.008742009	2.058388771
chrIV.1157293	169.4463296	0.404891681	0.20938858	1.933685598	0.053151796	0.389463441	0.409533304
chrIV.1159294	57.9294494	0.632959842	0.280268505	2.258405172	0.023920411	0.25276075	0.597290365
chrIV.115989	23.32124919	-0.225393878	0.341008944	-0.660961777	0.508636827	0.889001474	0.051097519
chrIV.1161684	44.7870055	0.153492421	0.297004042	0.516802463	0.60529406	0.913600097	0.039243863
chrIV.1166462	401.0791328	0.6163141	0.181898418	3.388232332	0.000703447	0.022202243	1.653603146
chrIV.1168853	18.69458692	-0.133441421	0.352392165	-0.378673064	0.704930658	0.942176066	0.025867933
chrIV.116962	30.78627397	-0.381150048	0.324809878	-1.173455839	0.240613056	0.727967853	0.137887799
chrIV.1172069	126.6417801	0.420987885	0.227644054	1.849325196	0.06441087	0.430545205	0.365981244
chrIV.117289	97.98460574	0.090024581	0.242501141	0.37123364	0.710463519	0.942507591	0.025715143
chrIV.1174284	64.90762544	0.459754208	0.269560549	1.705569339	0.088088292	0.499270379	0.301664199
chrIV.1178234	42.27177932	-0.433099165	0.304408241	-1.422757687	0.154806411	0.625314155	0.203901741
chrIV.1181378	41.10096306	0.250986412	0.302545252	0.829583045	0.406774566	0.846765223	0.072236987
chrIV.1184462	90.29314167	0.502471749	0.250857175	2.003019242	0.045175223	0.355305019	0.449398657
chrIV.1185900	17.11558323	-0.097228793	0.35227678	-0.27600114	0.782547191	0.958315905	0.018491304
chrIV.1189719	135.9773287	0.287590394	0.23394154	1.229325897	0.218949642	0.706750268	0.150734018
chrIV.1195167	173.0328824	0.135535479	0.21466707	0.631375268	0.527795183	0.894563221	0.048388962
chrIV.1196307	90.0759417	-0.325371745	0.249577938	-1.303687928	0.192340007	0.675007191	0.170691601
chrIV.1198835	23.68771571	-0.016996381	0.337739848	-0.050323886	0.95986429	0.992757476	0.003156834
chrIV.1201298	9.935023584	-0.355182913	0.358526466	-0.990674182	0.321844702	0.799312261	0.097283525
chrIV.1201644	24.40599678	-0.438608927	0.338772577	-1.294700212	0.195423667	0.678921502	0.168180437
chrIV.1204221	29.78245384	-0.007572523	0.324183613	-0.023358748	0.981364111	0.995953535	0.001760922
chrIV.1206445	19.16498087	-0.006995511	0.349980142	-0.019988308	0.984052699	0.995953535	0.001760922
chrIV.1213666	38.74455951	0.408101691	0.308087724	1.324628214	0.185294493	0.668286373	0.175037395
chrIV.1217607	75.11460683	0.039499722	0.261022468	0.151326906	0.879717846	0.981778941	0.007986288
chrIV.121787	42.18866354	0.050302487	0.30279201	0.166128844	0.868055555	0.978487459	0.009444736
chrIV.1219124	29.34812078	0.031331829	0.32561193	0.09622445	0.923342313	0.988645974	0.004959198
chrIV.1222451	26.87426968	0.260878028	0.332270765	0.785136868	0.432373325	0.858171307	0.06642601
chrIV.1224386	23.6904973	-0.466851594	0.340186659	-1.372339511	0.169957771	0.647771173	0.188578383
chrIV.1226569	9.232625494	-0.294502958	0.35888516	-0.820605004	0.411871297	0.847072611	0.07207936
chrIV.1228331	29.18703367	-0.542218892	0.3302541	-1.641823347	0.100626619	0.534778055	0.271826422
chrIV.1229102	11.05504605	-0.265044583	0.360280978	-0.735660774	0.461937167	0.866002739	0.062480735
chrIV.1229633	24.69211088	-0.026759572	0.338057388	-0.079156892	0.936907832	0.989182429	0.004723607
chrIV.1233783	54.82919898	0.391428402	0.281860179	1.38873254	0.164914095	0.639654752	0.194054369
chrIV.1236201	67.1417439	0.110514173	0.266805498	0.414212502	0.678718486	0.935914315	0.02876391
chrIV.123666	25.29056331	-0.06677345	0.33609421	-0.1986748	0.842517138	0.974055412	0.011416337
chrIV.1237974	32.55634692	-0.23783067	0.32358336	-0.734990422	0.462345327	0.866002739	0.062480735
chrIV.1239798	53.82622435	-0.007945575	0.288235712	-0.027566239	0.978008109	0.995691242	0.001875313
chrIV.1240907	22.50592848	-0.465206636	0.343356669	-1.354878693	0.175456209	0.656039786	0.183069822
chrIV.1245877	80.65666094	0.365510637	0.253791173	1.440202325	0.149810166	0.625266456	0.203934869
chrIV.1249969	12.99205964	-0.156971904	0.359062471	-0.43717157	0.661986926	0.931717494	0.03071575
chrIV.1251671	30.26552642	0.679807471	0.323138431	2.10376546	0.035398911	0.315972905	0.500350157
chrIV.125168	6.757832076	-0.494841991	0.34803548	-1.421814785	0.155080026	0.625314155	0.203901741
chrIV.1256881	84.84791378	-0.136888648	0.252136756	-0.542914292	0.587188815	0.910143589	0.040890086
chrIV.1258473	89.33034992	-0.091780583	0.252188419	-0.363936548	0.715905392	0.944306784	0.02488689
chrIV.1259674	17.88730407	-0.260729893	0.351335363	-0.742111157	0.458019991	0.865742104	0.062611461
chrIV.1261393	50.11455095	0.137563096	0.288681692	0.476521717	0.633702739	0.920293284	0.036073747
chrIV.1263002	219.4269361	0.183006634	0.198425012	0.922296193	0.356374099	0.824200443	0.083967157
chrIV.126456	70.68630125	-1.28670669	0.282460433	-4.555351971	5.23E-06	0.000505093	3.296628263
chrIV.1266909	56.13398196	0.162876812	0.281796155	0.577995155	0.56326739	0.902143258	0.044724492
chrIV.1267202	35.58077631	-0.635207664	0.31817086	-1.996435697	0.045886518	0.357645907	0.44654674
chrIV.1269676	22.6950394	-0.519501693	0.346267191	-1.500291411	0.133538933	0.601015827	0.221114091
chrIV.1273953	207.0115425	0.641398008	0.204111211	3.142394799	0.001675719	0.041076386	1.386407779
chrIV.1276237	12.20447484	-0.390241427	0.360182126	-1.083455838	0.278606143	0.767248349	0.115064037
chrIV.1277355	79.19278321	0.085762807	0.256106779	0.334871289	0.737722181	0.94769177	0.023332891
chrIV.1278691	140.0459604	0.049088307	0.222439074	0.220682034	0.825340022	0.971062077	0.012753006
chrIV.1288034	27.87112588	0.0592781	0.328522096	0.1804387	0.856808174	0.976082308	0.010513559
chrIV.1289188	31.8026966	-0.619554302	0.324270015	-1.910612371	0.056054413	0.400424205	0.397479678
chrIV.1293165	25.04495889	0.100512822	0.336823183	0.298414205	0.765387049	0.954319715	0.020306104
chrIV.1294437	36.46202589	-0.085446253	0.31559851	-0.270743525	0.786588299	0.958315905	0.018491304
chrIV.1296861	53.85532131	0.199690638	0.282021616	0.708068556	0.478902685	0.877022993	0.056989021
chrIV.1298210	15.74295596	0.127488054	0.355548288	0.358567481	0.719918677	0.946970477	0.023663561
chrIV.129998	40.99003279	-0.265116077	0.30461435	-0.870333512	0.38411817	0.83498799	0.078319771
chrIV.1300981	24.59750623	-0.007595773	0.337928548	-0.022477452	0.982067098	0.995953535	0.001760922
chrIV.1301291	57.26274893	-0.15618448	0.285023245	-0.547971027	0.583711797	0.908393255	0.041726099
chrIV.1302517	33.20772199	-0.045824129	0.317454605	-0.144348605	0.885225199	0.982836123	0.00751889
chrIV.130510	43.10816235	-0.006180874	0.300980416	-0.0205358	0.983615954	0.995953535	0.001760922
chrIV.1311808	8.620459405	-0.093284262	0.356601527	-0.261592436	0.793635677	0.959183176	0.018098447
chrIV.1317879	11.11443374	-0.048316315	0.360278995	-0.134108053	0.893317132	0.984093094	0.006963816
chrIV.1319253	35.23464078	-0.178835453	0.317167998	-0.563850875	0.572855625	0.905254902	0.043229115
chrIV.1321945	15.78605449	-0.485354183	0.358604956	-1.353450854	0.175911641	0.656039786	0.183069822
chrIV.1325321	14.27299791	0.34013821	0.358657343	0.948365385	0.342943475	0.811403254	0.090763255
chrIV.132751	406.0257512	-0.135641035	0.176136283	-0.770091386	0.441245685	0.859329161	0.06584045
chrIV.1328558	35.46998009	-0.49734101	0.319769102	-1.555312902	0.119871566	0.581184531	0.235685953
chrIV.1330959	10.27954661	-0.290601207	0.360048313	-0.807117258	0.41959893	0.851005138	0.070067818
chrIV.1339440	17.52365805	0.274856212	0.355317347	0.773551347	0.439196153	0.859329161	0.06584045
chrIV.1342231	106.4499029	0.578007501	0.235722955	2.452062853	0.014203985	0.176781039	0.752564318
chrIV.1345066	168.9809023	0.079241456	0.211606556	0.374475428	0.708050634	0.942318781	0.025802153
chrIV.134733	82.36995404	-0.279335882	0.256182531	-1.090378335	0.275546521	0.763368736	0.117265631
chrIV.1350019	13.43617469	-0.956775479	0.360047642	-2.657357993	0.007875576	0.119594836	0.922287574
chrIV.1352362	16.24739779	-0.198058184	0.355033497	-0.557857739	0.576941532	0.90564083	0.043044006
chrIV.1353038	5.764350738	0.094478045	0.343658314	0.274918549	0.783378816	0.958315905	0.018491304
chrIV.1353547	44.0558745	-0.230067027	0.299005362	-0.76944114	0.441631474	0.859329161	0.06584045
chrIV.1355582	23.51594398	-0.165382865	0.339731746	-0.486804272	0.626397043	0.918629058	0.036859821
chrIV.135565	16.60964551	-0.421356418	0.355362604	-1.185708381	0.235737484	0.726858898	0.138549889
chrIV.1357432	26.39863847	-0.991702731	0.343617809	-2.886063248	0.003900938	0.07301406	1.136593503
chrIV.1358939	100.6808138	0.176972433	0.240363643	0.736269559	0.461566668	0.866002739	0.062480735
chrIV.1359474	170.2309019	0.043599821	0.21029556	0.207326396	0.835754961	0.972496555	0.012111928
chrIV.1360850	12.32330569	-0.736745606	0.360234519	-2.045183256	0.040836795	0.338207307	0.470817013
chrIV.1362321	198.5817867	0.261096958	0.203479138	1.283163283	0.199434876	0.679493445	0.167814729
chrIV.1364870	35.4910821	0.081184382	0.312349443	0.259915244	0.794929152	0.95933469	0.018029851
chrIV.13668	35.62587207	0.01992356	0.312328729	0.063790352	0.949137161	0.990818399	0.004005938
chrIV.1366867	74.33488781	0.184901474	0.259765929	0.71180033	0.476588429	0.876208771	0.057392404
chrIV.1369476	149.1163811	0.116384613	0.217107616	0.536068772	0.591911022	0.911037892	0.040463559
chrIV.137533	178.6597377	0.330242917	0.210133059	1.571589541	0.116045774	0.571238574	0.243182474
chrIV.137875	290.5620965	0.389099703	0.186953959	2.081259501	0.03741016	0.324070999	0.489359832
chrIV.1382105	10.12787665	-0.514295322	0.359593723	-1.43021218	0.152656131	0.625314155	0.203901741
chrIV.1383531	91.01050188	0.324130304	0.253016867	1.281062038	0.200171877	0.679805844	0.167615106
chrIV.1385306	23.19207954	0.15688739	0.338846513	0.463004293	0.64336129	0.925478325	0.033633748
chrIV.1385824	61.43127392	-0.007568931	0.273657885	-0.027658371	0.977934626	0.995691242	0.001875313
chrIV.1386562	35.02586828	0.036761707	0.320839437	0.114579764	0.90877822	0.988176092	0.005165658
chrIV.1388376	27.52522035	-0.504089718	0.331914668	-1.518732875	0.128829748	0.595620715	0.225030207
chrIV.1393220	4.961210549	-0.410366301	0.334432074	-1.227054258	0.219802198	0.707115505	0.15050964
chrIV.1394846	36.48471651	0.067632075	0.316163327	0.213914991	0.83061335	0.972496555	0.012111928
chrIV.1398794	18.19620639	-0.098685623	0.350534889	-0.281528675	0.778304937	0.957075259	0.01905391
chrIV.1401299	58.12056156	0.334801286	0.280389688	1.194057057	0.23245565	0.723096236	0.140803899
chrIV.1402569	44.48788517	-0.243961582	0.299085222	-0.815692532	0.414676012	0.847785969	0.071713775
chrIV.1404277	20.37051764	-0.217505784	0.345714192	-0.629149134	0.529251426	0.894563221	0.048388962
chrIV.1405917	35.09741503	-0.057462854	0.314530859	-0.182693852	0.85503824	0.976082308	0.010513559
chrIV.1411914	30.11188068	-0.39280674	0.32635854	-1.203604905	0.228742323	0.718819211	0.143380325
chrIV.1412176	12.87836923	-0.253866936	0.359646519	-0.70587903	0.480263369	0.877819834	0.056594611
chrIV.1414367	87.1127227	0.192269903	0.24960754	0.770288844	0.441128573	0.859329161	0.06584045
chrIV.1417163	8.822249743	-0.354945292	0.35760624	-0.992559	0.320924913	0.799312261	0.097283525
chrIV.141790	85.23195115	0.48831269	0.250841047	1.946701692	0.051570509	0.382634677	0.417215674
chrIV.1420924	64.80097511	0.561172959	0.273214207	2.053966977	0.039978888	0.336925044	0.472466707
chrIV.1422559	13.55793942	-0.405159985	0.359522389	-1.126939512	0.259768056	0.748460587	0.125831064
chrIV.1427231	21.25456705	0.191892388	0.342857518	0.55968552	0.57569396	0.90564083	0.043044006
chrIV.1428142	24.45421996	-0.375370064	0.337719786	-1.111483777	0.266360169	0.756756584	0.121043792
chrIV.1429033	185.9307363	0.591191668	0.204798639	2.886697256	0.003893086	0.07301406	1.136593503
chrIV.1430823	53.229689	0.816933322	0.282299555	2.893852671	0.003805467	0.072527064	1.139499905
chrIV.1434353	71.0322449	-0.172125917	0.266797503	-0.645155652	0.518826322	0.890986943	0.05012866
chrIV.1435976	23.39751686	0.128451199	0.340559688	0.377176759	0.70604225	0.942262757	0.025827974
chrIV.1436690	15.85904246	-0.343162477	0.35546298	-0.965395827	0.334346591	0.802465053	0.095573872
chrIV.1441210	15.5056004	-0.210888434	0.357232321	-0.590339734	0.554962906	0.899313928	0.046088681
chrIV.1443443	15.24271226	-0.362527201	0.357622408	-1.013715007	0.310718761	0.790906154	0.101875045
chrIV.1445583	138.8597386	0.299168605	0.219557169	1.362600033	0.173008598	0.653139118	0.184994304
chrIV.1447028	56.20645036	-0.251063589	0.284392254	-0.882807411	0.377340336	0.83124629	0.08027028
chrIV.1450890	129.6561901	0.019966976	0.229377112	0.087048685	0.930632814	0.988800601	0.004891278
chrIV.1454628	43.71616433	-0.160322532	0.299690517	-0.53496031	0.592677303	0.911037892	0.040463559
chrIV.145556	26.88036744	0.221100318	0.332155034	0.665653973	0.505632299	0.889001474	0.051097519
chrIV.1455938	11.58803125	-0.327506641	0.360249436	-0.909110769	0.363291659	0.825706723	0.083174179
chrIV.1456352	13.59816443	-0.005350885	0.358283177	-0.014934792	0.988084203	0.996307562	0.001606573
chrIV.1459467	286.6233342	0.245019359	0.192890609	1.270250324	0.203995477	0.68361843	0.165186237
chrIV.1461612	25.50210162	0.030615298	0.335489204	0.091255687	0.927289427	0.988800601	0.004891278
chrIV.1462000	17.16844797	-0.279844791	0.352830707	-0.793141826	0.427695196	0.853471753	0.068810848
chrIV.1465955	120.861064	0.129471205	0.230645759	0.56134223	0.574564258	0.90564083	0.043044006
chrIV.1468471	97.40201728	0.196423045	0.24279923	0.808993691	0.418518775	0.850078261	0.07054109
chrIV.1473059	45.1814039	0.02933916	0.296093796	0.099087384	0.921068889	0.988645974	0.004959198
chrIV.1474751	28.41533106	-0.355359201	0.330088611	-1.076556991	0.281678227	0.768054297	0.114608077
chrIV.1476979	71.15067445	0.094029533	0.262898416	0.357664889	0.720594112	0.946970477	0.023663561
chrIV.1478365	35.80786922	0.062686116	0.3119594	0.200943187	0.840742998	0.973512991	0.011658249
chrIV.148008	61.72705663	-0.018756496	0.273533344	-0.068571151	0.945330983	0.990532352	0.004131335
chrIV.1480196	35.19752662	0.192543566	0.319023306	0.603540752	0.546149014	0.899313928	0.046088681
chrIV.1483520	61.63627026	0.226115311	0.272211707	0.830659762	0.406165864	0.846765223	0.072236987
chrIV.1485280	9.175079526	-0.273505954	0.35872187	-0.762445721	0.445794027	0.860407417	0.065295854
chrIV.1487370	9.515306823	-0.451941786	0.359135468	-1.258415907	0.208241382	0.693037653	0.15924317
chrIV.1489046	42.40273522	-0.253409907	0.309107748	-0.819810918	0.412323906	0.847437182	0.071892485
chrIV.1489812	393.3095957	0.315021586	0.184172593	1.710469407	0.087179106	0.497034124	0.303613794
chrIV.149036	30.14702316	0.472758688	0.322199353	1.467286274	0.142298196	0.61683841	0.209828591
chrIV.1490802	48.55233044	-0.602252961	0.29826947	-2.019157241	0.043470879	0.345504474	0.461546324
chrIV.1493124	67.3466641	0.09612274	0.268153726	0.358461324	0.719998107	0.946970477	0.023663561
chrIV.1494015	42.39647794	0.191912087	0.30087535	0.637845828	0.523574044	0.894037857	0.048644091
chrIV.1495882	33.1486619	-0.509622453	0.320715231	-1.589018556	0.112056203	0.559411957	0.252268255
chrIV.1496600	95.14846723	0.119640928	0.246762752	0.484841925	0.62778848	0.918942277	0.036711768
chrIV.1502674	39.52241858	-0.008748389	0.309308742	-0.028283677	0.977435899	0.995691242	0.001875313
chrIV.1507311	115.4647566	-0.249955866	0.235009032	-1.063601103	0.287509443	0.771637748	0.112586535
chrIV.1509661	82.63061739	0.055846805	0.252903309	0.220822755	0.825230445	0.971062077	0.012753006
chrIV.1510665	24.32424284	-0.13846257	0.338370685	-0.4092038	0.682390106	0.935914315	0.02876391
chrIV.1514729	12.80532579	0.29575403	0.359348238	0.823029025	0.410491488	0.847072611	0.07207936
chrIV.1517770	130.6024716	0.592921863	0.230115015	2.57663266	0.009976791	0.142117775	0.847351602
chrIV.1519458	3.642885998	-0.191678267	0.3153123	-0.607899747	0.543253967	0.899313928	0.046088681
chrIV.1523670	49.27701462	-0.106262427	0.295218297	-0.359945263	0.718888068	0.946970477	0.023663561
chrIV.1524598	353.5568762	-0.102228724	0.214214646	-0.477225649	0.633201449	0.920222403	0.036107198
chrIV.155960	81.47614087	-0.199343197	0.257595378	-0.7738617	0.439012581	0.859329161	0.06584045
chrIV.15776	26.42508789	0.701020127	0.331602893	2.114035017	0.034512277	0.312449788	0.505219765
chrIV.159327	43.25417151	0.151870775	0.308495162	0.492295483	0.622510473	0.918118336	0.037101339
chrIV.160808	25.18533273	0.139351004	0.334214542	0.416950751	0.676714431	0.935569153	0.028924106
chrIV.161453	22.73062286	-0.016558401	0.339968137	-0.048705744	0.961153799	0.993665531	0.002759775
chrIV.163208	6.353058418	-0.159592041	0.348613715	-0.457790482	0.647102974	0.927909048	0.032494591
chrIV.164091	58.28537014	0.14602622	0.278143238	0.525003666	0.599580642	0.912555407	0.039740758
chrIV.167306	37.27611637	0.417699076	0.309380936	1.35011252	0.176979893	0.656402383	0.182829851
chrIV.167556	22.88319545	0.110331973	0.339421613	0.325058773	0.745136591	0.948659266	0.022889747
chrIV.169622	44.38910141	-0.253961102	0.306947735	-0.827375716	0.40802414	0.847072611	0.07207936
chrIV.172208	15.27862331	-0.299701094	0.357660491	-0.837948561	0.402059594	0.846765223	0.072236987
chrIV.174621	26.91305426	-0.402569424	0.333174998	-1.208282215	0.226938727	0.717473795	0.144193956
chrIV.176420	36.66995367	0.025660944	0.312900512	0.082009913	0.93463883	0.989182429	0.004723607
chrIV.183053	26.98797911	-0.27899526	0.339251698	-0.82238427	0.410858229	0.847072611	0.07207936
chrIV.184729	21.03038979	-0.274458568	0.344950693	-0.795645795	0.426237941	0.853152668	0.068973247
chrIV.190638	11.86979172	-0.585456298	0.3602345	-1.62520885	0.104118065	0.543961106	0.264432152
chrIV.192399	39.08863989	-0.372960976	0.312408656	-1.193824078	0.232546791	0.723096236	0.140803899
chrIV.198459	12.61949214	-0.658617793	0.360031783	-1.829332365	0.067349833	0.438910045	0.35762448
chrIV.19951	58.46137969	0.080869171	0.277371075	0.291555892	0.770626204	0.955544328	0.019749161
chrIV.199766	55.75209167	0.031045916	0.282232286	0.11000129	0.912408352	0.988468871	0.005037003
chrIV.20262	50.9150047	0.436719686	0.286644684	1.523557595	0.127619263	0.594688933	0.225710143
chrIV.202623	90.75611003	0.448765459	0.246244403	1.82243923	0.068388367	0.441962762	0.354614321
chrIV.205209	38.4282316	0.125115663	0.307156642	0.407335039	0.683761931	0.935914315	0.02876391
chrIV.210631	11.57360527	-0.657255159	0.360232685	-1.824529496	0.068072061	0.44120552	0.355359063
chrIV.211130	59.29358038	0.298692918	0.276878947	1.078785229	0.280683481	0.768054297	0.114608077
chrIV.212070	79.66064945	0.279497985	0.258035329	1.083177201	0.278729777	0.767248349	0.115064037
chrIV.212473	39.16778598	0.631751713	0.309394666	2.041895944	0.041161854	0.338621114	0.470285966
chrIV.212822	111.65748	0.438891266	0.233790976	1.877280613	0.060479644	0.420076257	0.376671865
chrIV.215745	22.44519718	-0.06020136	0.341514622	-0.176277546	0.860075901	0.976957475	0.01012434
chrIV.217194	66.09206021	0.014508483	0.269104141	0.05391401	0.957003674	0.992321823	0.003347457
chrIV.219383	33.67387813	0.261129462	0.315162662	0.828554564	0.407356507	0.847072611	0.07207936
chrIV.221273	45.20622415	-0.238403094	0.297639085	-0.80098047	0.423142952	0.853145343	0.068976976
chrIV.221841	61.61718128	0.101472616	0.277698711	0.365405429	0.71480879	0.944306784	0.02488689
chrIV.223810	12.90777556	-0.472928273	0.359827486	-1.314319476	0.188738716	0.672308499	0.172431398
chrIV.22461	19.99892891	-0.025527809	0.346110059	-0.073756334	0.941204273	0.990434957	0.00417404
chrIV.228892	121.7843621	0.410443104	0.227260388	1.806047715	0.070910887	0.448205068	0.348523237
chrIV.229518	140.162986	0.004785745	0.220086579	0.021744827	0.982651506	0.995953535	0.001760922
chrIV.230550	142.3470007	0.551894691	0.220054427	2.507991767	0.01214195	0.161351363	0.792227362
chrIV.232347	7.274512336	-0.150750312	0.352532324	-0.427621247	0.668926895	0.932782349	0.03021968
chrIV.235960	58.26680073	0.490129135	0.277632911	1.76538557	0.077498987	0.468975699	0.328849661
chrIV.238735	28.94281177	0.104276333	0.327078338	0.318811491	0.749869464	0.950175713	0.022196075
chrIV.239918	68.01319327	0.619979584	0.267837915	2.314756604	0.020626256	0.226888817	0.64418691
chrIV.241193	42.19280619	-0.034099184	0.301596543	-0.113062252	0.909981201	0.98839645	0.005068823
chrIV.242093	17.10626045	-0.000471817	0.351974714	-0.001340486	0.998930447	0.999614587	0.000167415
chrIV.244950	8.524108188	-0.586468869	0.355664189	-1.64893989	0.09915995	0.531374158	0.27459957
chrIV.245614	14.15879038	0.241361097	0.357648205	0.67485617	0.49976715	0.888250117	0.051464727
chrIV.248014	131.953464	0.557475435	0.229355138	2.43062109	0.015072968	0.182882826	0.737827076
chrIV.251312	26.66744985	-0.24596508	0.332273212	-0.740249504	0.459148615	0.865742104	0.062611461
chrIV.255798	7.961086147	-0.131241255	0.350624283	-0.374307375	0.708175646	0.942318781	0.025802153
chrIV.258630	35.06238838	-0.165799928	0.314644097	-0.526944347	0.598232237	0.912065703	0.039973875
chrIV.264164	49.37752751	-0.405802665	0.29420268	-1.379330281	0.167792944	0.643583898	0.19139483
chrIV.265044	41.00209992	-0.224989789	0.305268358	-0.737022961	0.461108386	0.866002739	0.062480735
chrIV.271967	52.87423226	-0.351239214	0.288226782	-1.218621018	0.222988068	0.71168587	0.147711657
chrIV.272207	41.55712378	-0.243508393	0.306800431	-0.793702904	0.427368409	0.853471753	0.068810848
chrIV.274915	119.2305615	0.773355456	0.230591724	3.353786698	0.000797138	0.023670742	1.625788127
chrIV.276638	43.38149944	-0.178667498	0.30438287	-0.586982762	0.557215284	0.900533	0.045500368
chrIV.281909	7.898858946	-0.369980908	0.355082298	-1.041958191	0.297431063	0.781019361	0.1073382
chrIV.283210	30.4348267	0.060090707	0.324497259	0.185180939	0.853087119	0.976082308	0.010513559
chrIV.285200	27.03483722	0.014266124	0.333149232	0.042822021	0.96584341	0.994723475	0.002297633
chrIV.286744	195.3666751	-0.141044036	0.208614077	-0.676100281	0.498976979	0.888250117	0.051464727
chrIV.289662	29.89481965	-0.070597786	0.325658278	-0.216784866	0.828376007	0.97203579	0.012317744
chrIV.292570	55.64927541	-0.034923228	0.288233298	-0.12116306	0.903561883	0.986409213	0.00594288
chrIV.294860	5.762912754	-0.076797134	0.342014212	-0.224543693	0.822334273	0.970695901	0.012916804
chrIV.301039	12.23716087	-0.27690869	0.360075189	-0.769030188	0.44187539	0.859329161	0.06584045
chrIV.302233	163.840156	0.664871044	0.212214872	3.133008723	0.001730243	0.04192623	1.377514187
chrIV.304845	18.13954483	-0.200744807	0.351500368	-0.571108383	0.567926176	0.902143258	0.044724492
chrIV.307813	86.02603824	0.274414425	0.249199854	1.101182123	0.270817401	0.759803388	0.119298774
chrIV.309336	86.89301569	-0.161489315	0.253408232	-0.637269412	0.523949371	0.894362501	0.048486418
chrIV.310180	69.12089871	-0.182279746	0.266379711	-0.684285395	0.493794968	0.883882141	0.053605641
chrIV.314166	21.02814434	-0.496357624	0.350227602	-1.417243021	0.156411888	0.625314155	0.203901741
chrIV.32059	21.92422119	-0.408090537	0.344372953	-1.185024936	0.236007588	0.726858898	0.138549889
chrIV.322983	8.924662264	-0.248601846	0.358112753	-0.694199924	0.48755684	0.881794475	0.054632626
chrIV.323648	13.39506772	0.129438219	0.358565611	0.360988939	0.718107716	0.946953075	0.023671541
chrIV.326211	7.885240441	-0.508872652	0.354504548	-1.435447458	0.15115963	0.625314155	0.203901741
chrIV.327437	4.57417982	-0.341232917	0.329330465	-1.036141363	0.300136198	0.783750417	0.105822215
chrIV.329454	23.65255744	-0.182508773	0.341711553	-0.534101853	0.593271068	0.911037892	0.040463559
chrIV.330514	96.5011847	0.506998559	0.243066886	2.085839694	0.036993146	0.323623015	0.489960601
chrIV.330843	165.3325532	0.612251103	0.210038281	2.914950075	0.003557454	0.068991757	1.161202792
chrIV.332996	18.03715054	-0.169332064	0.351777279	-0.48136157	0.630259544	0.919875226	0.036271077
chrIV.337303	9.787227387	-0.605299656	0.358985093	-1.686141479	0.091768552	0.507037002	0.294960346
chrIV.338116	13.25276023	0.317009267	0.359727562	0.881248201	0.378183496	0.83124629	0.08027028
chrIV.340248	26.29022178	0.264365249	0.331807916	0.796741839	0.42560098	0.853145343	0.068976976
chrIV.34045	9.428241142	-0.061991019	0.359218894	-0.172571709	0.862988091	0.977425103	0.009916511
chrIV.341242	26.87714321	-0.439332949	0.336635526	-1.305070067	0.19186899	0.674334318	0.171124738
chrIV.352622	28.8870893	0.167926299	0.328683854	0.510905226	0.609417421	0.91507361	0.038543969
chrIV.356939	585.951882	0.813346816	0.168146035	4.837145383	1.32E-06	0.000167385	3.776284265
chrIV.358178	40.82806372	-0.023258758	0.303516233	-0.076631018	0.938917083	0.989530902	0.004570639
chrIV.359493	19.90900549	0.146125489	0.348948403	0.418759586	0.675391844	0.935149089	0.029119145
chrIV.361363	117.6668427	0.035580533	0.234496265	0.151731769	0.8793985	0.981649412	0.008043589
chrIV.362274	28.98447232	-0.385848727	0.329046809	-1.172625647	0.24094596	0.728115169	0.137799921
chrIV.363633	17.08938047	-0.272080472	0.352774041	-0.771259902	0.440552895	0.859329161	0.06584045
