GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	logPadj
chrV.130970	14.71832194	-0.317404928	0.351783151	-0.90227439	0.366911126	0.717583867	0.144127334
chrV.131446	166.14636	0.254006453	0.243230942	1.044301562	0.296345891	0.667183683	0.175754584
chrV.132820	79.53946681	0.760801676	0.272605189	2.790855445	0.005256894	0.143421148	0.843386804
chrV.13363	34.00894853	0.072001257	0.315296221	0.228360673	0.81936586	0.93826548	0.027674262
chrV.135283	77.1912179	-0.274045569	0.274937149	-0.996757151	0.318882401	0.683701273	0.165133611
chrV.135702	33.00340303	-0.632481441	0.319832933	-1.977536943	0.047980969	0.33063484	0.480651385
chrV.138222	26.33951836	-1.025847009	0.334893219	-3.063206268	0.002189791	0.099759424	1.001046066
chrV.138557	138.3752827	-0.284222795	0.252116039	-1.127349122	0.259594901	0.636710793	0.196057788
chrV.139977	19.51069717	-0.24912793	0.343854421	-0.72451571	0.468749186	0.784255414	0.105542475
chrV.140344	260.2614399	-0.204977798	0.23316959	-0.879093188	0.379350751	0.726327898	0.138867275
chrV.140993	1025.988762	0.10359364	0.241105085	0.429661781	0.667441689	0.876711206	0.057143442
chrV.142864	53.89510738	-0.226003825	0.291401029	-0.77557662	0.437999009	0.76745182	0.11494888
chrV.144047	79.8418656	0.476197945	0.273187504	1.743117598	0.081313075	0.412369706	0.384713247
chrV.145579	103.9518401	0.185926501	0.261398623	0.711275747	0.476913378	0.788433653	0.103234847
chrV.147986	94.63920159	-0.188693397	0.266633193	-0.707689073	0.479138364	0.790030151	0.102356334
chrV.148574	25.96347706	-0.371335839	0.333195885	-1.114467062	0.265078867	0.640539134	0.193454332
chrV.150079	135.2668388	0.00939467	0.251822906	0.037306655	0.970240499	0.990494606	0.004147885
chrV.151908	3.603372031	-0.639628272	0.315895531	-2.024809499	0.042886929	0.321389863	0.492967826
chrV.152097	20.29478696	0.138738897	0.340078014	0.407961971	0.683301595	0.882734992	0.054169657
chrV.152706	120.5967866	0.796928062	0.263372246	3.025861964	0.002479255	0.104107134	0.98251951
chrV.153007	338.8007018	0.997315835	0.23377218	4.266186997	1.99E-05	0.006401391	2.193725637
chrV.156529	55.27162888	0.015179257	0.298731576	0.050812363	0.95947504	0.987363856	0.005522775
chrV.157498	14.50586101	-0.289233335	0.353392561	-0.81844772	0.413101583	0.75334877	0.123003917
chrV.160308	169.0750625	0.245894074	0.245049533	1.00344641	0.315645521	0.680469742	0.167191182
chrV.162460	107.0880559	0.757611264	0.258785735	2.927561917	0.00341631	0.114565017	0.940947976
chrV.164363	53.61022065	0.146083242	0.293234105	0.498179577	0.618357476	0.856530771	0.06725703
chrV.166903	10.10143662	-0.85959083	0.356472668	-2.411379346	0.015892309	0.219366619	0.658829459
chrV.167607	19.11433674	-0.420151694	0.343596526	-1.222805419	0.221403198	0.604573562	0.218550848
chrV.171877	240.6490659	0.542062677	0.234182251	2.314704359	0.020629117	0.241205827	0.617612205
chrV.173694	39.642166	-0.011019161	0.307525534	-0.035831694	0.971416561	0.990660593	0.004075112
chrV.174672	246.1961065	0.309340944	0.241323299	1.281852789	0.199894292	0.578787591	0.237480788
chrV.176991	34.6502017	-0.394975891	0.319290785	-1.23704131	0.216071747	0.599081739	0.222513918
chrV.177594	73.90335354	0.428115846	0.276621533	1.54765915	0.121704382	0.485691325	0.313639654
chrV.178450	26.07100901	-0.319602009	0.333012797	-0.959728913	0.337191668	0.695854087	0.157481818
chrV.184287	11.97632718	-0.460643012	0.35603806	-1.293802725	0.195733571	0.575966589	0.239602709
chrV.188094	28.30838282	-0.014628314	0.327335812	-0.044689011	0.964355193	0.989288011	0.004677254
chrV.18881	16.76828402	-0.064242439	0.348222753	-0.184486621	0.853631722	0.950689018	0.021961523
chrV.189321	31.68073034	-0.417598999	0.321270109	-1.299837698	0.193656602	0.573019443	0.241830642
chrV.191884	461.2136967	0.134404807	0.227855153	0.589869506	0.555278139	0.822157782	0.085044828
chrV.192674	446.74032	-0.304517292	0.243865099	-1.248712066	0.211770406	0.593501327	0.226578306
chrV.19390	42.07685511	-0.878643776	0.328218944	-2.677005069	0.007428351	0.164848091	0.782916079
chrV.194597	108.4584098	0.295286561	0.265029595	1.114164479	0.265208631	0.640539134	0.193454332
chrV.196700	19.62877138	-0.394333272	0.342461828	-1.151466351	0.249540431	0.629258872	0.201170653
chrV.198456	41.80247937	0.670110095	0.304240003	2.202570633	0.027625026	0.273428108	0.563156843
chrV.200882	19.11146992	0.181825353	0.34580801	0.525798559	0.599028176	0.846733331	0.072253344
chrV.201926	60.92131407	0.0367626	0.285837589	0.128613594	0.897663409	0.968461914	0.013917454
chrV.205005	37.76428978	0.171117269	0.310931136	0.55033816	0.582087456	0.838323986	0.076588108
chrV.207248	58.92600857	-0.321300468	0.291872021	-1.100826544	0.270972157	0.645547383	0.190071875
chrV.208548	28.36073993	-0.36741533	0.330074737	-1.113127692	0.265653592	0.641100048	0.193074191
chrV.210324	92.38681654	0.438113361	0.269367075	1.626454759	0.10385295	0.454911763	0.342072834
chrV.21061	19.53302295	-0.587575485	0.344059906	-1.70777087	0.087678866	0.421200507	0.375511114
chrV.212042	251.2242452	0.707043075	0.232460614	3.041560732	0.002353551	0.10114967	0.995035532
chrV.213236	14.44302857	-0.701003209	0.353971493	-1.980394533	0.047659214	0.33063484	0.480651385
chrV.214777	49.19933518	-0.127743739	0.299584179	-0.426403489	0.66981386	0.877141438	0.056930372
chrV.217792	13.37210515	-0.518216934	0.354170801	-1.463183673	0.143417127	0.518384212	0.285348234
chrV.221530	65.6896008	-0.254317246	0.286506231	-0.887649966	0.374729068	0.723658626	0.140466257
chrV.222228	302.6084617	0.010930706	0.242557877	0.04506432	0.964056041	0.989288011	0.004677254
chrV.228265	19.57641426	0.081459356	0.341635824	0.238439151	0.811540505	0.936387079	0.028544588
chrV.229524	42.59587528	-0.017867584	0.303465346	-0.058878498	0.953048885	0.985550559	0.006321091
chrV.232062	24.71726065	0.218092597	0.331630262	0.657637803	0.510770897	0.806578747	0.093353226
chrV.234695	116.9989814	0.500392514	0.260835393	1.918422604	0.055057447	0.353084213	0.4521217
chrV.235483	52.58292899	-0.356320266	0.293806434	-1.212772165	0.22521694	0.608943228	0.215423195
chrV.237182	62.63468444	0.310929463	0.284937892	1.091218374	0.275176805	0.651067511	0.186373976
chrV.238129	63.56695067	0.22472127	0.283024573	0.793999147	0.427195928	0.760521501	0.118888503
chrV.238432	139.206788	0.629384925	0.248832495	2.529351823	0.011427341	0.190831754	0.719349357
chrV.243598	27.25871743	-0.94406419	0.335487417	-2.814007743	0.004892805	0.137368345	0.862113335
chrV.246680	40.72919739	-0.030948439	0.306590701	-0.100943827	0.919595052	0.977487234	0.009888906
chrV.248274	51.85799816	0.040800844	0.292521498	0.139479813	0.889071007	0.965901569	0.015067129
chrV.251437	71.06055176	0.230488263	0.279880214	0.823524678	0.410209689	0.750910762	0.124411671
chrV.253748	50.96926664	0.109795649	0.29424209	0.373147327	0.709038796	0.895251192	0.048055092
chrV.254451	20.97960497	-0.82207847	0.343840567	-2.390871089	0.016808453	0.221924371	0.653795002
chrV.258072	75.55125121	0.124856204	0.274845415	0.454277922	0.649628804	0.86971375	0.060623664
chrV.25988	45.25952039	0.196764683	0.299544238	0.656880211	0.511257943	0.806578747	0.093353226
chrV.260108	83.3745384	0.253973615	0.269525949	0.942297453	0.346040372	0.701818125	0.15377542
chrV.26512	37.67867079	0.46457479	0.311210444	1.492799484	0.135489682	0.504300535	0.297310571
chrV.265902	189.1921488	0.348106055	0.240780031	1.445743044	0.148249286	0.523315646	0.28123628
chrV.268246	119.7787906	0.141549323	0.25426141	0.556707849	0.577727053	0.83715628	0.07719346
chrV.269762	2.057153353	-0.341036778	0.27614156	-1.235007068	0.216827873	0.599547607	0.222176326
chrV.270210	94.52376044	0.046063138	0.276214442	0.166765857	0.867554284	0.959118418	0.018127769
chrV.272271	180.362202	0.633855406	0.24531042	2.583891079	0.009769264	0.180621305	0.743231023
chrV.27269	147.7759166	0.260152308	0.252291717	1.031156754	0.302467317	0.672165059	0.172524067
chrV.280860	271.2312809	0.481699728	0.233844998	2.059910334	0.039407114	0.310942731	0.507319591
chrV.281395	91.47438081	0.053464489	0.272092637	0.1964937	0.844223763	0.947228577	0.023545208
chrV.287236	57.34124127	0.072011753	0.288149295	0.249911257	0.802655978	0.933913175	0.029693498
chrV.287532	10.06448344	-0.333215648	0.356694515	-0.934176541	0.350212835	0.707309819	0.150390313
chrV.288351	88.4354531	-0.051666585	0.26855307	-0.192388733	0.847437717	0.948823727	0.022814463
chrV.291582	131.5631535	0.358794321	0.254980751	1.407142774	0.159385057	0.539362771	0.268119033
chrV.292710	94.64811828	-0.063224831	0.264742442	-0.238816379	0.811247969	0.936387079	0.028544588
chrV.295021	193.3440117	0.367188458	0.24398794	1.504945113	0.132338189	0.500710614	0.300413202
chrV.298422	89.40528667	0.361195881	0.268593073	1.344769901	0.178699553	0.562925875	0.249548789
chrV.301637	55.01245574	-0.061514284	0.294426148	-0.20892942	0.834503337	0.943679128	0.02517565
chrV.302538	119.8946078	0.109188004	0.255063531	0.4280816	0.668591712	0.877106596	0.056947623
chrV.305674	153.7058416	0.120504524	0.246064205	0.489727973	0.624326405	0.859672714	0.065666857
chrV.307217	8.116104904	-0.052983332	0.35221492	-0.150428981	0.880426178	0.962941339	0.016400169
chrV.307454	26.54911803	-0.041705082	0.329515791	-0.126564745	0.899284902	0.968908253	0.013717345
chrV.311466	392.7377624	0.833821024	0.234723729	3.552350781	3.82E-04	0.047275353	1.325365218
chrV.311866	144.8502331	0.244890673	0.268662116	0.911519187	0.362021881	0.715597079	0.145331441
chrV.31292	54.03424713	0.153809937	0.291374161	0.527877753	0.597584186	0.846733331	0.072253344
chrV.316552	41.37573062	-0.542277119	0.31455125	-1.723970637	0.084713144	0.416016562	0.380889379
chrV.318556	52.76934828	0.306068988	0.291790014	1.048935787	0.294207673	0.665446771	0.176886678
chrV.319582	102.9023415	0.013096056	0.260893706	0.050196902	0.95996548	0.987363856	0.005522775
chrV.321911	36.36204912	0.093858262	0.312778776	0.300078745	0.764117092	0.921098711	0.035693825
chrV.325995	34.21188974	-0.784400558	0.3203176	-2.448821285	0.014332454	0.20909795	0.679650225
chrV.327056	18.05784938	0.092342422	0.347920575	0.265412362	0.790691814	0.927887723	0.032504571
chrV.328170	36.43943089	0.176775629	0.312134411	0.56634457	0.571159567	0.831764038	0.07999986
chrV.332880	142.3656868	-0.600727781	0.250578432	-2.397364274	0.016513498	0.22033675	0.656913061
chrV.33520	51.47937683	-0.00439663	0.292969225	-0.01500714	0.988026484	0.995718372	0.00186348
chrV.337331	20.20875631	-0.501843392	0.342875004	-1.463633646	0.143294074	0.518327405	0.285395829
chrV.337651	18.59266289	-0.507324552	0.346347791	-1.464783564	0.142979977	0.517578944	0.2860234
chrV.339528	30.27678766	-0.242600667	0.322410572	-0.752458783	0.451775208	0.773396004	0.111598076
chrV.342398	554.2148539	0.227523639	0.229947983	0.989456991	0.322439603	0.684422348	0.164675818
chrV.343257	57.23674294	-0.008031318	0.288353459	-0.027852339	0.977779922	0.99216206	0.003417384
chrV.347693	29.66754792	-0.150200806	0.325513789	-0.46142686	0.644492384	0.867909868	0.061525374
chrV.349435	33.01159115	0.048606236	0.316731933	0.153461749	0.878034153	0.962308213	0.016685808
chrV.349718	19.6210005	0.341739812	0.342582866	0.997539122	0.318502894	0.683558865	0.16522408
chrV.351363	20.01657882	0.031284844	0.342364564	0.091378744	0.927191651	0.978882484	0.009269443
chrV.353533	26.11092492	-0.438914139	0.330640317	-1.327467089	0.18435422	0.564285816	0.248500866
chrV.359108	33.10500999	0.450726313	0.316619467	1.423558436	0.154574335	0.533933808	0.272512579
chrV.362243	37.28692717	0.00338679	0.313976396	0.010786766	0.991393573	0.997591074	0.001047445
chrV.366633	75.30162121	0.627953099	0.27999665	2.24271647	0.024915104	0.262163163	0.581428331
chrV.372053	32.54096065	-0.103219117	0.320072673	-0.322486502	0.747084162	0.914994371	0.038581578
chrV.374726	14.55180339	-0.616810689	0.354373645	-1.740565921	0.081759696	0.412378638	0.38470384
chrV.382243	53.22973164	-0.816559311	0.312071434	-2.6165782	0.008881602	0.174220372	0.758901063
chrV.386240	49.55312716	-0.202238196	0.297539563	-0.679701864	0.496693256	0.799460353	0.097203069
chrV.386891	37.72879932	0.0970119	0.316676349	0.306344001	0.759342741	0.919149402	0.036613891
chrV.390212	21.83356951	-0.308412375	0.338026771	-0.912390385	0.361563249	0.715276088	0.145526294
chrV.394016	84.39836137	-0.076902527	0.275121968	-0.279521578	0.779844581	0.924863615	0.033922306
chrV.395092	147.5993221	0.277182828	0.247534507	1.119774494	0.262809871	0.638136499	0.195086415
chrV.396270	27.9660871	-0.339263587	0.32945956	-1.029757909	0.303123664	0.673004218	0.171982214
chrV.39665	45.80771844	-0.101236568	0.305942749	-0.330900368	0.740719744	0.910857052	0.040549775
chrV.397718	7.890420672	-0.256245242	0.354895963	-0.722029183	0.470276536	0.784988496	0.105136708
chrV.399236	110.5217498	0.487366456	0.258239903	1.887262387	0.059125043	0.365343974	0.437298051
chrV.400900	320.053621	0.054774846	0.24386523	0.224611134	0.822281803	0.9389451	0.0273598
chrV.404413	42.4734956	-0.878106883	0.308802081	-2.843591204	0.004460824	0.132071674	0.879190319
chrV.406802	60.26484832	0.251984299	0.285576587	0.882370301	0.377576591	0.726131962	0.138984447
chrV.409384	71.49388273	-0.287937757	0.282273793	-1.020065497	0.307697399	0.676934277	0.169453494
chrV.414247	21.67402076	-0.357240662	0.338860988	-1.05423957	0.291773248	0.662111378	0.179068949
chrV.416568	54.87077211	0.198126259	0.297383944	0.666230519	0.505263769	0.803662299	0.094926405
chrV.42023	121.0370711	0.354775476	0.260465189	1.362084036	0.173171366	0.558434547	0.253027722
chrV.422011	6.15819437	-0.613381137	0.346535443	-1.770038676	0.076720698	0.400956981	0.39690222
chrV.422566	654.5884429	0.472119736	0.273144073	1.728464146	0.083905044	0.414715923	0.38224929
chrV.423146	486.0488552	0.03702337	0.231423918	0.159980742	0.872896245	0.960185869	0.01764469
chrV.424359	216.2131508	0.333674749	0.242124348	1.378113156	0.168168354	0.55401302	0.256480029
chrV.424984	55.22375187	0.016049421	0.298827853	0.053707915	0.957167877	0.987310706	0.005546154
chrV.42689	78.29782755	0.43215715	0.285743111	1.51239744	0.130432786	0.499721464	0.301271996
chrV.431109	87.88460921	-0.185506617	0.282986847	-0.655530881	0.512126011	0.807133324	0.093054722
chrV.431569	33.17735772	-0.229119717	0.319066608	-0.718093686	0.472699523	0.787126206	0.103955628
chrV.432241	57.49925479	0.462601886	0.289087449	1.600214357	0.109551038	0.468991103	0.328835396
chrV.432853	167.0922216	0.245259434	0.248912176	0.985325177	0.32446437	0.685870546	0.163757847
chrV.435582	46.83766378	-0.320423819	0.302230269	-1.060197642	0.289054693	0.659768192	0.180608626
chrV.436024	34.3593376	-0.840075165	0.319735821	-2.627403967	0.008603912	0.172399555	0.763463858
chrV.438601	19.34026027	-0.234524275	0.344610309	-0.680549215	0.496156771	0.799460353	0.097203069
chrV.438986	115.1008463	0.276949984	0.25627743	1.080664747	0.27984627	0.654111554	0.18434818
chrV.439251	202.546102	0.379022703	0.240416897	1.576522733	0.114905384	0.478755909	0.319885853
chrV.441165	14.72609839	-0.479955758	0.35225602	-1.362519676	0.173033939	0.558434547	0.253027722
chrV.449327	44.02362591	-0.303787878	0.302900575	-1.002929355	0.315894948	0.680703572	0.167041971
chrV.45016	16.10207709	-0.29749047	0.349080426	-0.852211834	0.39409653	0.73734682	0.132328189
chrV.451368	27.6617838	-0.065133829	0.326663165	-0.199391409	0.841956581	0.946858018	0.023715139
chrV.453179	67.41848214	0.703220401	0.281734764	2.496037025	0.012558949	0.197409877	0.704631121
chrV.456119	27.9480077	-0.036277479	0.325397932	-0.111486508	0.911230564	0.973094293	0.011845075
chrV.46013	91.11733213	0.303000926	0.273091175	1.10952295	0.267204649	0.643235918	0.191629713
chrV.462368	133.94984	0.287170432	0.264043464	1.087587734	0.276777148	0.653202395	0.184952231
chrV.464905	20.8669475	-0.225490109	0.341650666	-0.66000196	0.509252571	0.805133559	0.094132071
chrV.467532	67.66546518	0.192273195	0.280825427	0.684671601	0.493551173	0.798676295	0.097629206
chrV.467945	32.41114927	0.411580026	0.319499906	1.288200773	0.197676083	0.57818159	0.237935741
chrV.469358	46.81696195	-0.453590405	0.301962374	-1.502142138	0.133060404	0.500710614	0.300413202
chrV.46937	18.73143892	-0.388691159	0.34431091	-1.128895853	0.25894177	0.636710793	0.196057788
chrV.472508	34.30678914	-0.292270255	0.316310861	-0.923996901	0.355487929	0.711172111	0.148025283
chrV.474839	185.7969243	0.632571649	0.25713826	2.460044837	0.013891966	0.204589613	0.689116419
chrV.484356	34.1293579	0.110603206	0.314622954	0.351542074	0.725181714	0.902087196	0.044751481
chrV.484609	39.48203764	0.191813642	0.309466297	0.619820782	0.535375785	0.815304215	0.088680312
chrV.487191	25.68577603	-0.465383791	0.331409127	-1.404257618	0.16024215	0.539615999	0.267915183
chrV.487924	41.27534083	0.127314003	0.307299224	0.414299786	0.678654571	0.882609807	0.054231251
chrV.488551	196.3787862	0.702951229	0.238253549	2.950433407	0.003173284	0.112376092	0.949326074
chrV.490950	268.7926802	0.53629188	0.23623841	2.270129906	0.023199702	0.254241421	0.594753692
chrV.492089	107.5920639	-0.298599856	0.263264941	-1.13421808	0.256703082	0.634650989	0.197465039
chrV.498830	26.89948255	-0.487053065	0.33010286	-1.475458482	0.140089322	0.51193351	0.290786441
chrV.500399	39.45312476	-0.120478749	0.310018021	-0.388618533	0.697558355	0.889102846	0.051048
chrV.502922	46.43429003	0.618053019	0.303865625	2.033968203	0.041954801	0.318553045	0.49681824
chrV.503827	46.26943224	-0.224676682	0.303163193	-0.741108047	0.458627931	0.77955448	0.108153528
chrV.509910	65.76277858	-0.30763516	0.28600016	-1.075646811	0.282085244	0.654111554	0.18434818
chrV.512253	203.047715	-0.013516113	0.237515679	-0.056906193	0.954619921	0.986066224	0.006093917
chrV.51628	40.16053681	0.188265186	0.305920495	0.615405599	0.538286895	0.816141905	0.088234323
chrV.517603	238.4011526	0.377006799	0.235112872	1.603514071	0.108821205	0.467177705	0.330517891
chrV.520706	27.88982218	-0.918124904	0.334004345	-2.748841202	0.005980635	0.153031257	0.815219855
chrV.522702	37.59422332	-0.218934632	0.312596963	-0.700373511	0.483694074	0.793935651	0.100214696
chrV.525749	80.5400503	-0.028184387	0.273488888	-0.103054963	0.917919349	0.976350779	0.010394123
chrV.526782	45.05171865	-0.209665294	0.300913663	-0.696762296	0.485951566	0.795533666	0.099341437
chrV.53254	172.2226635	0.09317947	0.248054537	0.375641062	0.70718376	0.895251192	0.048055092
chrV.536074	11.31359008	-0.478028338	0.356435533	-1.341135474	0.179876472	0.562925875	0.249548789
chrV.538299	13.56063928	-0.277678106	0.353368751	-0.785802665	0.431983105	0.764119566	0.11683868
chrV.539320	50.38904798	0.422983919	0.298922649	1.415028	0.157060287	0.536761976	0.270218257
chrV.541438	95.11238315	-0.378371167	0.268436877	-1.409534976	0.158677039	0.538097908	0.269138696
chrV.545074	331.2451215	0.093453378	0.228897665	0.408275803	0.683071201	0.88267349	0.054199917
chrV.546560	21.73981035	-0.425410558	0.339850775	-1.251756919	0.210658453	0.59246923	0.2273342
chrV.549553	23.54128383	-0.138405661	0.33796133	-0.409531058	0.682149979	0.88267349	0.054199917
chrV.551151	29.15940918	-0.37010029	0.325536166	-1.136894541	0.255582375	0.633902048	0.197977845
chrV.553970	21.77759359	0.060001794	0.338641306	0.177183919	0.859363927	0.95355432	0.020654562
chrV.559115	51.0587493	0.232780328	0.293126668	0.794128796	0.427120455	0.760521501	0.118888503
chrV.560445	97.60120442	0.626550465	0.266574169	2.350379511	0.018754278	0.232457848	0.633655788
chrV.562807	51.14998195	0.355188846	0.294675209	1.205357069	0.228065487	0.610154148	0.214560432
chrV.564983	33.57758182	0.372287394	0.31520431	1.181098677	0.237563526	0.615510999	0.210764182
chrV.569568	337.4505543	-0.726005344	0.266538288	-2.723831349	0.006452945	0.155031199	0.809580895
chrV.58137	128.4831712	0.178687203	0.25975132	0.68791644	0.491505403	0.797808267	0.098101468
chrV.59304	114.0008443	-0.363043919	0.260647003	-1.392856677	0.163663135	0.545430836	0.263260313
chrV.60912	14.92840532	-0.327930098	0.352440616	-0.930454899	0.352135605	0.709000667	0.149353356
chrV.61780	55.62830156	-0.349438541	0.291574035	-1.198455619	0.230739691	0.61161569	0.213521382
chrV.62157	33.1271634	-0.497782473	0.320016847	-1.555488338	0.11982981	0.485451469	0.31385418
chrV.65188	108.8948291	-0.323290473	0.265482665	-1.217746074	0.223320483	0.606191462	0.217390185
chrV.66847	27.62521889	0.143739283	0.325570036	0.441500344	0.658850812	0.873245557	0.058863615
chrV.70242	69.6512688	0.262142785	0.278088621	0.942659154	0.345855272	0.701818125	0.15377542
chrV.73375	74.4772886	0.025205987	0.275345952	0.091542974	0.927061161	0.978882484	0.009269443
chrV.75650	14.84947049	-0.171338462	0.351198145	-0.487868358	0.625643088	0.860504265	0.065246973
chrV.77618	78.79027671	0.397191371	0.281452288	1.411220973	0.158179468	0.538097908	0.269138696
chrV.79501	72.48699931	-0.089051903	0.281496902	-0.316351271	0.751735899	0.916116869	0.03804912
chrV.80183	33.6038739	0.229666052	0.318262168	0.721625362	0.470524842	0.785129393	0.105058764
chrV.81146	30.66957562	0.165053672	0.321990468	0.512604219	0.608228202	0.852425137	0.069343752
chrV.82781	97.94366365	-0.352399444	0.264391294	-1.332870832	0.182574196	0.563715341	0.248940146
chrV.86270	76.69590191	-0.043647219	0.278817272	-0.156544172	0.875604104	0.961747454	0.016938955
chrV.86290	76.34490425	-0.054658229	0.278554406	-0.196221018	0.844437178	0.947228577	0.023545208
chrV.90023	57.97346333	0.642865675	0.28890433	2.225185325	0.0260688	0.267274381	0.573042668
chrV.94008	43.38140486	0.332079372	0.306096548	1.084884404	0.277972856	0.653202395	0.184952231
chrV.9781	77.5780987	0.600253706	0.279548599	2.147224879	0.031775383	0.286317789	0.543151668
chrV.97895	60.4195354	0.244635385	0.285830279	0.85587638	0.392066161	0.736025404	0.133107195
chrVI.101276	19.62374848	-0.297802444	0.35180541	-0.846497625	0.397275198	0.739566589	0.131022717
chrVI.103067	42.47492867	0.05591838	0.30798375	0.181562761	0.855925876	0.952478106	0.021144998
chrVI.103527	40.12549484	0.2956594	0.317467279	0.931306686	0.351694944	0.708820904	0.149463483
chrVI.104488	107.5418929	-0.107305244	0.260464422	-0.41197659	0.680356582	0.88267349	0.054199917
chrVI.106287	81.54216834	0.166539179	0.270606567	0.615429185	0.538271322	0.816141905	0.088234323
chrVI.109994	80.30288048	-0.103630398	0.276886551	-0.374270246	0.708203267	0.895251192	0.048055092
chrVI.114039	38.39483389	-0.41939767	0.311727985	-1.345396276	0.178497297	0.562925875	0.249548789
chrVI.115775	29.56507456	0.046308794	0.323124547	0.143315619	0.886040921	0.964320849	0.015778443
chrVI.118607	45.67079943	0.902574893	0.303236438	2.976472412	0.002915853	0.111751229	0.951747691
chrVI.119165	65.89537249	0.058031207	0.285491142	0.203267977	0.838925583	0.945430955	0.024370182
chrVI.12312	40.35665048	0.062476551	0.305696243	0.204374612	0.838060768	0.945118041	0.024513947
chrVI.123126	44.61135717	-0.325361443	0.304929167	-1.067006631	0.285968842	0.656966478	0.18245679
chrVI.129950	9.659211888	-0.374701328	0.356296923	-1.051654684	0.292958009	0.663552638	0.17812462
chrVI.131056	13.07946652	-0.307328295	0.354519018	-0.866888033	0.386003361	0.730984404	0.136091889
chrVI.144031	25.21184249	-0.436498004	0.332002206	-1.314744288	0.188595857	0.568117276	0.245562004
chrVI.146950	104.1248269	0.448290793	0.261541515	1.714033019	0.086522662	0.418655244	0.378143464
chrVI.148428	17.17973101	-0.314113536	0.348464805	-0.901421123	0.367364455	0.717638734	0.144094128
chrVI.148516	65.36353907	-0.144232737	0.285750026	-0.504751442	0.613733425	0.854845592	0.068112323
chrVI.148887	44.97679089	-0.135719203	0.300497894	-0.451647768	0.651522752	0.870033686	0.060463932
chrVI.149800	36.69183784	-0.048802719	0.313458999	-0.155690918	0.876276657	0.961747454	0.016938955
chrVI.150410	4.977600754	-0.285093111	0.335981953	-0.84853698	0.396138987	0.739163511	0.13125948
chrVI.153182	128.0860041	0.216710631	0.252413935	0.858552564	0.390587419	0.736025404	0.133107195
chrVI.155899	275.6800992	0.258744706	0.240501599	1.075854409	0.281992374	0.654111554	0.18434818
chrVI.157783	21.37032719	-0.588418307	0.341224302	-1.724432588	0.084629779	0.416016562	0.380889379
chrVI.161433	26.17664202	-0.167249101	0.330769095	-0.505637024	0.613111485	0.854845592	0.068112323
chrVI.162210	35.58444495	-0.475069611	0.322015024	-1.475302624	0.140131201	0.51193351	0.290786441
chrVI.164817	39.0520572	0.021311682	0.31445116	0.067774221	0.945965365	0.985254063	0.006451766
chrVI.16491	10.59393374	-0.400970281	0.356657229	-1.124245489	0.260908896	0.637293405	0.195660576
chrVI.166558	10.22928213	-0.250374589	0.356693751	-0.701931525	0.482721868	0.793324085	0.10054936
chrVI.167310	54.67042387	-0.583921183	0.293983893	-1.986235291	0.047007204	0.330418905	0.480935112
chrVI.169286	134.203476	0.238348615	0.250315044	0.952194526	0.340998336	0.698596855	0.155773374
chrVI.173960	123.7723655	0.290973826	0.260465903	1.117128278	0.263939481	0.639199475	0.19436359
chrVI.176675	58.69423094	0.100125138	0.288995372	0.346459314	0.728997556	0.904039342	0.04381267
chrVI.180821	12.85980876	-0.645984814	0.355147688	-1.818918823	0.068923816	0.385791382	0.413647478
chrVI.183040	274.0987142	0.22557687	0.249323801	0.904754657	0.365595378	0.716864355	0.144563014
chrVI.183934	252.5709591	0.439190903	0.248250575	1.76914355	0.076869922	0.401180841	0.396659816
chrVI.184302	69.50495004	0.074410153	0.285237948	0.260870454	0.79419241	0.92953591	0.031733828
chrVI.191419	56.28538262	-0.569517285	0.298249771	-1.909531341	0.056193583	0.355869744	0.448708934
chrVI.194546	47.61534441	0.272700037	0.302042919	0.902851945	0.366604478	0.717314839	0.144290185
chrVI.19574	37.1212331	0.008122645	0.312032759	0.026031384	0.979232306	0.992618288	0.003217728
chrVI.196376	121.3446362	-0.16283367	0.25432149	-0.640267049	0.521998999	0.811249371	0.090845627
chrVI.199358	15.37355039	-0.205560716	0.353583245	-0.581364414	0.560994876	0.825010191	0.083540687
chrVI.203466	67.90891191	0.713808544	0.279136551	2.557201992	0.010551793	0.186667597	0.728931064
chrVI.204824	18.47653001	-0.721761754	0.346600969	-2.082399697	0.037305976	0.303730239	0.517511968
chrVI.207253	37.18639514	-0.035049842	0.310415959	-0.1129125	0.910099926	0.972532096	0.012096057
chrVI.210123	165.4460048	-0.347647317	0.287277451	-1.21014481	0.226223331	0.609276334	0.215185691
chrVI.210561	145.1286356	-1.296014337	0.26286619	-4.930319638	8.21E-07	0.000440486	3.356067639
chrVI.212988	35.32091216	-0.304647197	0.316683729	-0.961991947	0.336053649	0.694260239	0.158477707
chrVI.216425	72.91058842	0.495212802	0.276228386	1.792765798	0.07301038	0.392613727	0.40603452
chrVI.220173	75.47146735	0.349778897	0.276726699	1.263986811	0.206234761	0.585828035	0.232229848
chrVI.221479	264.6620809	0.449419429	0.2316597	1.939998317	0.052379894	0.344608325	0.462674235
chrVI.223012	48.12384802	-0.202542776	0.304892633	-0.664308528	0.506492864	0.804170391	0.094651921
chrVI.223794	93.94139128	0.24426666	0.268937196	0.908266551	0.36373741	0.716405289	0.144841217
chrVI.224860	782.4403418	-0.088553794	0.243882985	-0.363099515	0.716530547	0.898267396	0.046594363
